nom	fonction_c	taille	appels
PlayerRecordAttackTime	005d2910	74	FUN_0048c040@0048c040 FUN_005d8200@005d8200 FUN_0073ad50@0073ad50
PlayerRefreshPhysicalState	005d1f10	13	FUN_004469f0@004469f0
PlayerRegisterSocialCallbackVsPed	005d28b0	87	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d9f00@005d9f00
PlayerResetPhysicalState	005d1f00	15	FUN_00445ce0@00445ce0
PlayerScalePunishmentPoints	005d1c90	42	FUN_0044e1c0@0044e1c0 FUN_005d82a0@005d82a0
PlayerSeen			pas de table
PlayerSetClassSkipCount	005d1ac0	27	FUN_005d8200@005d8200
PlayerSetControl	005d12f0	163	FUN_00445c50@00445c50 FUN_00474420@00474420 FUN_0050de50@0050de50 FUN_0050de80@0050de80 FUN_005d8200@005d8200 FUN_005f38e0@005f38e0
PlayerSetEnableFirstPerson	005d1ae0	18	FUN_005d8f20@005d8f20
PlayerSetGrade	005d1e10	39	FUN_005d8200@005d8200
PlayerSetHealth	005d17d0	56	FUN_00478190@00478190 FUN_005c7220@005c7220 FUN_005d82a0@005d82a0
PlayerSetHighRisk	005d1a90	43	FUN_005d8200@005d8200
PlayerSetInvulnerable	005d1810	49	FUN_005c7220@005c7220 FUN_005d8f20@005d8f20
PlayerSetMinPunishmentPoints	005d1f40	36	FUN_005d8200@005d8200
PlayerSetMoney	005d1a60	34	FUN_00475150@00475150 FUN_005d8200@005d8200
PlayerSetPosPoint	005d2310	251	FUN_00415730@00415730 FUN_00433250@00433250 FUN_005d8200@005d8200 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
PlayerSetPosPointArea	005d2410	245	FUN_00415730@00415730 FUN_00433250@00433250 FUN_005d8200@005d8200 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
PlayerSetPosSimple	005d2bd0	139	FUN_0041c390@0041c390 FUN_00443950@00443950 FUN_00465610@00465610 FUN_005d82a0@005d82a0
PlayerSetPosXYZ	005d1280	105	FUN_00415fb0@00415fb0 FUN_005d82a0@005d82a0
PlayerSetPosXYZArea	005d2250	182	FUN_00415730@00415730 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_0085ceea@0085ceea
PlayerSetPunishmentPoints	005d1c60	34	FUN_004773d0@004773d0 FUN_005d8200@005d8200
PlayerSetScriptSavedData	005d1db0	39	FUN_005d8200@005d8200
PlayerSetTakeDamageWhenAttachedToVehicle	005d1880	49	FUN_005c7220@005c7220 FUN_005d8f20@005d8f20
PlayerSetWeapon	005d18c0	161	FUN_0045cdf0@0045cdf0 FUN_0045cee0@0045cee0 FUN_0045d0f0@0045d0f0 FUN_0055c6f0@0055c6f0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PlayerShadowRenderExtra			pas de table
PlayerSocialDisableActionAgainstPed	005d2860	71	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PlayerSocialEnableOverrideAgainstPed	005d2810	71	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PlayerSocializing			pas de table
PlayerSocializingTrack			pas de table
PlayerSocialOverrideLoad	005d2010	204	FUN_005c6030@005c6030 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d9180@005d9180 FUN_005db7e0@005db7e0 FUN_005f5550@005f5550 FUN_005f59b0@005f59b0 FUN_005f6510@005f6510 FUN_005f6b80@005f6b80 _memset@0085b380
PlayerSocialSpeechEvent			pas de table
PlayerSocialSpeechEventTrack			pas de table
PlayerStopAllActionControllers	005d13a0	71	FUN_005f3f40@005f3f40
PlayerSuppressFailDisplayOnDeath	005d2120	10	
PlayerSwapModel	005d1970	116	FUN_0051c040@0051c040 FUN_005c7220@005c7220 FUN_005d82e0@005d82e0
PlayerUnequip	005be400	14	FUN_0055c780@0055c780
PlayerUnlockUpgrade	005d1f70	56	FUN_0045c020@0045c020 FUN_005d82e0@005d82e0
PlayerUseSocialOverride			pas de table
PlayerUsing			pas de table
PlayerWeaponHudLock	005d1b80	40	FUN_0055bb20@0055bb20 FUN_005d8f20@005d8f20
PlayerWentToBed			pas de table
SoundAddSpeechPriorityFilter	005d3570	29	FUN_005d8200@005d8200 FUN_008a1f10@008a1f10
SoundAddSpeechPriorityFilterTrack			pas de table
SoundAmbienceOff			pas de table
SoundAmbienceOffTrack			pas de table
SoundAmbienceOn			pas de table
SoundAmbienceOnTrack			pas de table
SoundBank			pas de table
SoundBankInit			pas de table
SoundBoxingCrowdSoundKill	005d4650	14	FUN_0058d970@0058d970
SoundBoxingCrowdSoundPlayBoo	005d4680	14	FUN_0058d7b0@0058d7b0
SoundBoxingCrowdSoundPlayCheer	005d4690	14	FUN_0058d7f0@0058d7f0
SoundBoxingCrowdSoundSetExcitementLevel	005d4660	30	FUN_0058d910@0058d910 FUN_005d8200@005d8200
SoundBoxingCrowdSoundStart	005d4640	14	FUN_0058d930@0058d930
SoundClearScriptedAmbience	005d35e0	14	FUN_00593c70@00593c70
SoundClearSpeechFilter	005d3560	13	FUN_005a0850@005a0850
SoundClearSpeechFilterTrack			pas de table
SoundContinue	005d36d0	15	
SoundCrowdAddExcitement			pas de table
SoundCrowdAddRelax			pas de table
SoundCrowdBoo			pas de table
SoundCrowdCheer			pas de table
SoundDisableSpeech	005d3650	13	FUN_0059fb40@0059fb40
SoundDisableSpeech_ActionTree	005d3670	23	
SoundEmitterEnable	005d34e0	60	FUN_00576d80@00576d80 FUN_00587270@00587270 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20
SoundEmitterStart	005d33d0	155	FUN_005866d0@005866d0 FUN_00593c90@00593c90 FUN_00595a30@00595a30 FUN_0059e020@0059e020 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundEmitterStop	005d3470	111	FUN_00587040@00587040 FUN_00595a30@00595a30 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundEnableInteractiveMusic	005d46c0	44	FUN_005d8fa0@005d8fa0
SoundEnableSpeech	005d3660	13	FUN_0059e780@0059e780
SoundEnableSpeech_ActionTree	005d3690	23	
SoundFadeoutAmbience	005d44d0	33	FUN_00591280@00591280 FUN_005d8240@005d8240
SoundFadeoutStream	005d44a0	33	FUN_00591280@00591280 FUN_005d8240@005d8240
SoundFadeWithCamera	005d45a0	56	FUN_0059e490@0059e490 FUN_005d8fa0@005d8fa0
SoundFadeWithCameraTrack			pas de table
SoundFX			pas de table
SoundFX2D			pas de table
SoundFXParametric			pas de table
SoundFXRecycle			pas de table
SoundInitScreamer	005d36b0	13	FUN_00595be0@00595be0
SoundIsPreloadReady	005d3cc0	61	FUN_0058ec70@0058ec70 FUN_0058ecf0@0058ecf0 FUN_005d8450@005d8450
SoundIsSpeechPreloaded	005d39e0	27	FUN_005d8450@005d8450
SoundLoadBank	005d35f0	48	FUN_00597e70@00597e70 FUN_0059a290@0059a290 FUN_005d82e0@005d82e0
SoundLoop			pas de table
SoundLoopPlay2D	005d3d50	70	FUN_00595a30@00595a30 FUN_0059b710@0059b710 FUN_0059bf50@0059bf50 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20
SoundLoopPlay3D	005d3da0	151	FUN_00592ec0@00592ec0 FUN_00595a30@00595a30 FUN_0059e020@0059e020 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0 FUN_0073ad50@0073ad50
SoundLoopPlayOnPed	005d3f10	160	FUN_005922b0@005922b0 FUN_00592de0@00592de0 FUN_00595a30@00595a30 FUN_0059e020@0059e020 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
SoundLoopPlayOnProp	005d3e70	160	FUN_0044a510@0044a510 FUN_005922b0@005922b0 FUN_00592de0@00592de0 FUN_00595a30@00595a30 FUN_0059e020@0059e020 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
SoundLoopStop3D	005d3e40	45	FUN_005922b0@005922b0 FUN_00595a30@00595a30 FUN_005d82e0@005d82e0
SoundLoopTrack			pas de table
SoundMakeEverythingCloser	005d4980	25	FUN_005d8fa0@005d8fa0
SoundMusicJimmyComeToTheOfficePA	005d3520	49	FUN_005d8f20@005d8f20
SoundName			pas de table
SoundParametricTrack			pas de table
SoundPause	005d36c0	15	
SoundPlay2D	005d3d00	70	FUN_00595a30@00595a30 FUN_0059b750@0059b750 FUN_005d82e0@005d82e0
SoundPlay3D	005d3fb0	217	FUN_00595a30@00595a30 FUN_0059b750@0059b750 FUN_0059e020@0059e020 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0 FUN_0073ad50@0073ad50
SoundPlay3DIgnoreFade	005d4090	217	FUN_00595a30@00595a30 FUN_0059b750@0059b750 FUN_0059e020@0059e020 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0 FUN_0073ad50@0073ad50
SoundPlayAmbience	005d4270	120	FUN_00590320@00590320 FUN_005a6c80@005a6c80 FUN_005a7c10@005a7c10 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPlayAmbientSpeechEvent	005d36e0	198	FUN_005a47d0@005a47d0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 __stricmp@0085f5af
SoundPlayInteractiveStream	005d42f0	100	FUN_005917b0@005917b0 FUN_005a7c10@005a7c10 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPlayInteractiveStreamLocked	005d4360	100	FUN_005917b0@005917b0 FUN_005a7c10@005a7c10 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPlayMissionEndMusic	005d46f0	553	FUN_005911e0@005911e0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
SoundPlayPreloadedSpeech	005d39d0	10	
SoundPlayPreloadedStream	005d3cb0	15	FUN_00590490@00590490
SoundPlayPreloadStream			pas de table
SoundPlayScriptedSpeechEvent	005d37b0	345	FUN_0049a500@0049a500 FUN_0059e020@0059e020 FUN_005a4980@005a4980 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8460@005d8460 FUN_005d8fa0@005d8fa0 FUN_0073ad50@0073ad50 __stricmp@0085f5af
SoundPlayScriptedSpeechEvent_2D	005d3910	192	FUN_005a4980@005a4980 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8460@005d8460 __stricmp@0085f5af
SoundPlayStream	005d41f0	120	FUN_00590320@00590320 FUN_005a6c80@005a6c80 FUN_005a7c10@005a7c10 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPlayStreamNoLoop	005d4170	120	FUN_00590320@00590320 FUN_005a6c80@005a6c80 FUN_005a7c10@005a7c10 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPreloadSpeech	005d4a20	401	FUN_0049a500@0049a500 FUN_0059e020@0059e020 FUN_005a4980@005a4980 FUN_005c7220@005c7220 FUN_005d7db0@005d7db0 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8460@005d8460 FUN_005d8fa0@005d8fa0 FUN_0073ad50@0073ad50 __stricmp@0085f5af
SoundPreloadStream	005d3c50	93	FUN_00591230@00591230 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPreloadStreamNoLoop	005d3bf0	93	FUN_00591230@00591230 FUN_005d8240@005d8240 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundPreloadStreamTrack			pas de table
SoundRecycleTrack			pas de table
SoundRemoveAllQueuedSpeech	005d3b50	116	FUN_0059f780@0059f780 FUN_005a5880@005a5880 FUN_005c7220@005c7220 FUN_005d8240@005d8240 FUN_005d8fa0@005d8fa0
SoundRemoveSpeechPriorityFilter	005d3570	29	FUN_005d8200@005d8200 FUN_008a1f10@008a1f10
SoundRemoveSpeechPriorityFilterTrack			pas de table
SoundRestartAmbiences	005d4520	24	
SoundRestartPA	005d4550	12	
SoundSetAudioFocusCamera	005d4580	17	
SoundSetAudioFocusPlayer	005d4560	17	
SoundSetCurrentGoKartRace	005d46a0	25	FUN_005d8240@005d8240
SoundSetHighIntensityStream	005d4420	67	FUN_00592160@00592160 FUN_005a7c10@005a7c10 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundSetMidIntensityStream	005d43d0	67	FUN_00592160@00592160 FUN_005a7c10@005a7c10 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundSetScriptedAmbience	005d3590	80	FUN_00593c30@00593c30 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d82e0@005d82e0
SoundSetSpeechConversation	00824d30	3	
SoundSetSpeechPriorityFilter	005d3570	29	FUN_005d8200@005d8200 FUN_008a1f10@008a1f10
SoundSetSpeechPriorityFilterTrack			pas de table
SoundSpeechPlaying	005d3a50	252	FUN_005a27b0@005a27b0 FUN_005c7220@005c7220 FUN_005d8240@005d8240 FUN_005d82f0@005d82f0 FUN_005d8450@005d8450 FUN_0073ad50@0073ad50 __stricmp@0085f5af
SoundStartFireAlarm	005d3bd0	13	FUN_005957d0@005957d0
SoundStopAmbiences	005d4500	24	
SoundStopCurrentSpeechEvent	005d3a00	74	FUN_005a5880@005a5880 FUN_005a5c60@005a5c60 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_0073ad50@0073ad50
SoundStopFireAlarm	005d3be0	13	FUN_00594f60@00594f60
SoundStopInteractiveStream	005d4480	26	FUN_00591920@00591920 FUN_005d8240@005d8240
SoundStopPA	005d4540	12	
SoundStopStream	005d4470	15	FUN_00591330@00591330
SoundStream			pas de table
SoundStreamFadeout			pas de table
SoundStreamFadeoutTrack			pas de table
SoundStreamTrack			pas de table
SoundTimedBankLoad			pas de table
SoundTimedBankLoadTrack			pas de table
SoundTrack			pas de table
SoundTrack2D			pas de table
SoundUnLoadBank	005d3620	48	FUN_00597e70@00597e70 FUN_0059a2d0@0059a2d0 FUN_005d82e0@005d82e0
VehicleAnimation			pas de table
VehicleAnimationParametric			pas de table
VehicleAnimationParametricTrack			pas de table
VehicleAnimationTrack			pas de table
VehicleBikeForceBoundingSphereUpdate	005d71f0	84	FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleBikeGeneratorToggle	005d5f60	36	FUN_004c70b0@004c70b0 FUN_005d8f20@005d8f20
VehicleCamButes			pas de table
VehicleCamShots			pas de table
VehicleColors			pas de table
VehicleCreateCarGenerator	005d5e80	217	FUN_004c7390@004c7390 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8460@005d8460 FUN_005d8f20@005d8f20 FUN_005d8fa0@005d8fa0
VehicleCreatePoint	005d7a00	277	FUN_005d7710@005d7710 FUN_005d8200@005d8200 FUN_005d8460@005d8460 FUN_005d9880@005d9880 FUN_005db7e0@005db7e0 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
VehicleCreateXYZ	005d7ce0	127	FUN_005d7710@005d7710 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8460@005d8460 FUN_005d9880@005d9880 FUN_005db7e0@005db7e0
VehicleDelete	005d6290	100	FUN_0045dc20@0045dc20 FUN_0045e540@0045e540 FUN_005d8200@005d8200 FUN_005d98a0@005d98a0 FUN_005db7e0@005db7e0
VehicleDontCleanup	005d6350	82	FUN_004cb0e0@004cb0e0 FUN_005d8200@005d8200 FUN_005d98a0@005d98a0 FUN_005db7e0@005db7e0
VehicleEnableEngine	005d6ff0	79	FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
VehicleEnableSiren	005d6d80	83	FUN_004cb0a0@004cb0a0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleFaceHeading	005d6710	119	FUN_00412ad0@00412ad0 FUN_005d8200@005d8200
VehicleFindInAreaXYZ	005d7b90	325	FUN_00414a20@00414a20 FUN_005d82a0@005d82a0 FUN_005d8320@005d8320 FUN_005d8460@005d8460 FUN_005d8fa0@005d8fa0 FUN_0085c4d0@0085c4d0 thunk_FUN_0073b330@005d8530 thunk_FUN_0073b630@005d8540 thunk_FUN_0073b7d0@005d8550
VehicleFindRandomSpawnPosition	005d7250	644	FUN_00440720@00440720 FUN_0045e270@0045e270 FUN_00463450@00463450 FUN_005d8200@005d8200 FUN_005d84b0@005d84b0 FUN_006c8190@006c8190 FUN_006c9930@006c9930 FUN_0085c6f0@0085c6f0
VehicleFlagForAction			pas de table
VehicleFlagForActionTrack			pas de table
VehicleFollowEntity	005d6ca0	127	FUN_0041a170@0041a170 FUN_005c2770@005c2770 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
VehicleFollowPath	005d64b0	144	FUN_004cb330@004cb330 FUN_005d81a0@005d81a0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_005d8fa0@005d8fa0 FUN_0073ad50@0073ad50
VehicleFromDriver	005d7b20	109	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8460@005d8460
VehicleGetHealth	005d7040	75	FUN_005d8200@005d8200 FUN_005d8480@005d8480
VehicleGetModelId	005d6a40	73	FUN_005d8200@005d8200 FUN_005d8460@005d8460
VehicleGetPosXYZ	005d6590	146	FUN_005d8200@005d8200 FUN_005d8480@005d8480
VehicleHitOrientation			pas de table
VehicleIsInAreaXYZ	005d5d10	259	FUN_005c2910@005c2910 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8450@005d8450 thunk_FUN_0073ad50@005d8170
VehicleIsInTrigger	005d6630	140	FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_006d6e50@006d6e50
VehicleIsModel	005d69e0	86	FUN_005d8200@005d8200 FUN_005d8450@005d8450
VehicleIsValid	005d6ea0	152	FUN_005d81c0@005d81c0 FUN_005d8200@005d8200 FUN_005d8450@005d8450
VehicleMakeAmbient	005d67f0	496	FUN_00414a20@00414a20 FUN_00414cc0@00414cc0 FUN_0041e220@0041e220 FUN_0041fe20@0041fe20 FUN_00442120@00442120 FUN_004cb0e0@004cb0e0 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0 FUN_005d98a0@005d98a0 FUN_005db7e0@005db7e0 FUN_0085c4d0@0085c4d0
VehicleModelNotNeededAmbient	005d6300	68	FUN_0052fcf0@0052fcf0 FUN_005d8200@005d8200
VehicleMoveToXYZ	005d63b0	245	FUN_0041a020@0041a020 FUN_00470460@00470460 FUN_00471240@00471240 FUN_004ce410@004ce410 FUN_005d8200@005d8200 FUN_005d82b0@005d82b0 FUN_005d8320@005d8320 FUN_0073ad50@0073ad50 thunk_FUN_005ee6d0@005ee930
VehicleOverrideAmbient	005d5e20	80	FUN_0041a6d0@0041a6d0 FUN_005d8200@005d8200 FUN_005d8240@005d8240
VehicleOverrideAmbientCruiseSpeed	005d5ce0	39	FUN_005d82a0@005d82a0
VehicleRequestModel	005d5c60	113	FUN_00532ee0@00532ee0 FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_005d8fa0@005d8fa0 FUN_005d92f0@005d92f0 FUN_005db7e0@005db7e0
VehicleRevertToDefaultAmbient	005d5e70	14	FUN_0041a710@0041a710
VehicleSetAccelerationMult	005d6b00	70	FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
VehicleSetColor	005d6de0	90	FUN_005d8200@005d8200
VehicleSetColours	005d6790	86	FUN_005d8200@005d8200
VehicleSetCruiseSpeed	005d6540	72	FUN_005d8200@005d8200
VehicleSetDrivingMode	005d6bb0	72	FUN_005d8200@005d8200
VehicleSetEntityFlag	005d7190	83	FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleSetMission	005d6c00	72	FUN_005d8200@005d8200
VehicleSetNISSafe	005d7130	83	FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleSetOwner	005d6a90	97	FUN_005c7220@005c7220 FUN_005d7db0@005d7db0 FUN_005d8200@005d8200
VehicleSetPosPoint	005d74e0	554	FUN_004126b0@004126b0 FUN_00412ad0@00412ad0 FUN_00412b70@00412b70 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8f20@005d8f20 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50 FUN_0085ceea@0085ceea FUN_008b5f90@008b5f90
VehicleSetPosXYZ	005d6060	547	FUN_004145e0@004145e0 FUN_00414a20@00414a20 FUN_00414cc0@00414cc0 FUN_004331c0@004331c0 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50 FUN_008b5f90@008b5f90
VehicleSetStatic	005d7090	149	FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleSetStatus	005d6c50	76	FUN_005d8200@005d8200
VehicleSirenAllwaysOn	005d6e40	94	FUN_004cb0a0@004cb0a0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
VehicleStop	005d66c0	77	FUN_005d8200@005d8200
VehicleWheelsOnGround			pas de table
WeaponAmmo			pas de table
WeaponAnimation			pas de table
WeaponAnimationTrack			pas de table
WeaponArm			pas de table
WeaponCallbackTrack			pas de table
WeaponCanBeUsedOnBike			pas de table
WeaponCollision			pas de table
WeaponCollisionTrack			pas de table
WeaponCount			pas de table
WeaponDamaged			pas de table
WeaponDesired			pas de table
WeaponDesiredIsEquiped			pas de table
WeaponDesiredIsFocusWeapon			pas de table
WeaponDesiredSocket			pas de table
WeaponDown			pas de table
WeaponEntity			pas de table
WeaponEquiped			pas de table
WeaponEquipedSocket			pas de table
WeaponEquipedType			pas de table
WeaponFire			pas de table
WeaponFireAmmo			pas de table
WeaponFireAmmoTrack			pas de table
WeaponFireFrisbee			pas de table
WeaponFireFrisbeeTrack			pas de table
WeaponFireOffset			pas de table
WeaponFireOffsetTrack			pas de table
WeaponFireRotation			pas de table
WeaponFireRotationTrack			pas de table
WeaponFireSpecificOrientation			pas de table
WeaponFireSpecificOrientationTrack			pas de table
WeaponFireStartOffset			pas de table
WeaponFireStartOffsetTrack			pas de table
WeaponFireTrack			pas de table
WeaponFlags			pas de table
WeaponFX			pas de table
WeaponFXTrack			pas de table
WeaponGetType	005c63d0	134	FUN_0051b300@0051b300 FUN_005d8200@005d8200 FUN_005d8460@005d8460
WeaponHudActive			pas de table
WeaponHudLocked			pas de table
WeaponImpulse			pas de table
WeaponImpulseTrack			pas de table
WeaponIncrementCharge			pas de table
WeaponIncrementChargeTrack			pas de table
WeaponIsInventory			pas de table
WeaponIsThrowable			pas de table
WeaponLast			pas de table
WeaponLastHitBy			pas de table
WeaponMinigameImpulse			pas de table
WeaponMinigameImpulseTrack			pas de table
WeaponModelRequest			pas de table
WeaponNeedInit			pas de table
WeaponPedPair			pas de table
WeaponPlayerFireAutoTarget			pas de table
WeaponPlayerFireAutoTargetTrack			pas de table
WeaponRemoveCollisionProjectile			pas de table
WeaponRemoveCollisionProjectileTrack			pas de table
WeaponRequestModel	005c6340	142	FUN_004d9640@004d9640 FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_005d8fa0@005d8fa0 FUN_005d92f0@005d92f0 FUN_005db7e0@005db7e0 FUN_005db800@005db800
WeaponSaveData			pas de table
WeaponScale			pas de table
WeaponScaleTrack			pas de table
WeaponSetCharge			pas de table
WeaponSetChargeTrack			pas de table
WeaponSetNextDamageLevel			pas de table
WeaponSetNextDamageLevelTrack			pas de table
WeaponSetRangeMultiplier	005c0ea0	101	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
WeaponSpawnDamageEffect			pas de table
WeaponSpawnDamageEffectTrack			pas de table
WeaponTaken			pas de table
WeaponTargetImpulse			pas de table
WeaponTargetImpulseTrack			pas de table
WeaponUp			pas de table
WeaponWheel			pas de table
WeaponWheelOff			pas de table
WeaponWheelOffTrack			pas de table
WeaponWheelOn			pas de table
